min_score,min_margin,correct_trigger,correct_abstain,false_trigger,wrong_tier,miss,neighbor_worst_correct
0.79,0.034,4,32,0,0,44,4
0.79,0.035,4,32,0,0,44,4
0.79,0.036,4,32,0,0,44,1
0.79,0.037,1,32,0,0,47,1
0.79,0.038,1,32,0,0,47,1
0.79,0.039,1,32,0,0,47,0
0.79,0.04,0,32,0,0,48,0
0.79,0.041,0,32,0,0,48,0
0.79,0.042,0,32,0,0,48,0
0.79,0.043,0,32,0,0,48,0
0.79,0.044,0,32,0,0,48,0
0.79,0.045,0,32,0,0,48,0
0.79,0.046,0,32,0,0,48,0
0.79,0.047,0,32,0,0,48,0
0.79,0.048,0,32,0,0,48,0
0.79,0.049,0,32,0,0,48,0
0.79,0.05,0,32,0,0,48,0
0.795,0.0,39,12,20,8,1,0
0.795,0.001,38,13,19,8,2,0
0.795,0.002,38,14,18,8,2,0
0.795,0.003,37,16,16,5,6,0
0.795,0.004,37,17,15,5,6,0
0.795,0.005,34,21,11,3,11,0
0.795,0.006,34,22,10,3,11,0
0.795,0.007,34,23,9,2,12,0
0.795,0.008,33,24,8,2,13,0
0.795,0.009,32,25,7,1,15,0
0.795,0.01,31,26,6,1,16,0
0.795,0.011,30,29,3,1,17,0
0.795,0.012,27,30,2,0,21,0
0.795,0.013,25,32,0,0,23,0
0.795,0.014,24,32,0,0,24,24
0.795,0.015,24,32,0,0,24,22
0.795,0.016,22,32,0,0,26,17
0.795,0.017,17,32,0,0,31,15
0.795,0.018,15,32,0,0,33,13
0.795,0.019,13,32,0,0,35,12
0.795,0.02,12,32,0,0,36,11
0.795,0.021,11,32,0,0,37,10
0.795,0.022,10,32,0,0,38,10
0.795,0.023,10,32,0,0,38,9
0.795,0.024,9,32,0,0,39,7
0.795,0.025,7,32,0,0,41,7
0.795,0.026,7,32,0,0,41,7
0.795,0.027,7,32,0,0,41,7
0.795,0.028,7,32,0,0,41,7
0.795,0.029,7,32,0,0,41,7
0.795,0.03,7,32,0,0,41,7
0.795,0.031,7,32,0,0,41,7
0.795,0.032,7,32,0,0,41,5
0.795,0.033,5,32,0,0,43,4
0.795,0.034,4,32,0,0,44,4
0.795,0.035,4,32,0,0,44,4
0.795,0.036,4,32,0,0,44,1
0.795,0.037,1,32,0,0,47,1
0.795,0.038,1,32,0,0,47,1
0.795,0.039,1,32,0,0,47,0
0.795,0.04,0,32,0,0,48,0
0.795,0.041,0,32,0,0,48,0
0.795,0.042,0,32,0,0,48,0
0.795,0.043,0,32,0,0,48,0
0.795,0.044,0,32,0,0,48,0
0.795,0.045,0,32,0,0,48,0
0.795,0.046,0,32,0,0,48,0
0.795,0.047,0,32,0,0,48,0
0.795,0.048,0,32,0,0,48,0
0.795,0.049,0,32,0,0,48,0
0.795,0.05,0,32,0,0,48,0
0.8,0.0,39,12,20,8,1,0
0.8,0.001,38,13,19,8,2,0
0.8,0.002,38,14,18,8,2,0
0.8,0.003,37,16,16,5,6,0
0.8,0.004,37,17,15,5,6,0
0.8,0.005,34,21,11,3,11,0
0.8,0.006,34,22,10,3,11,0
0.8,0.007,34,23,9,2,12,0
0.8,0.008,33,24,8,2,13,0
0.8,0.009,32,25,7,1,15,0
0.8,0.01,31,26,6,1,16,0
0.8,0.011,30,29,3,1,17,0
0.8,0.012,27,30,2,0,21,0
0.8,0.013,25,32,0,0,23,0
0.8,0.014,24,32,0,0,24,24
0.8,0.015,24,32,0,0,24,22
0.8,0.016,22,32,0,0,26,17
0.8,0.017,17,32,0,0,31,15
0.8,0.018,15,32,0,0,33,13
0.8,0.019,13,32,0,0,35,12
0.8,0.02,12,32,0,0,36,11
0.8,0.021,11,32,0,0,37,10
0.8,0.022,10,32,0,0,38,10
0.8,0.023,10,32,0,0,38,9
0.8,0.024,9,32,0,0,39,7
0.8,0.025,7,32,0,0,41,7
0.8,0.026,7,32,0,0,41,7
0.8,0.027,7,32,0,0,41,7
0.8,0.028,7,32,0,0,41,7
0.8,0.029,7,32,0,0,41,7
0.8,0.03,7,32,0,0,41,7
0.8,0.031,7,32,0,0,41,7
0.8,0.032,7,32,0,0,41,5
0.8,0.033,5,32,0,0,43,4
0.8,0.034,4,32,0,0,44,4
0.8,0.035,4,32,0,0,44,4
0.8,0.036,4,32,0,0,44,1
0.8,0.037,1,32,0,0,47,1
0.8,0.038,1,32,0,0,47,1
0.8,0.039,1,32,0,0,47,0
0.8,0.04,0,32,0,0,48,0
0.8,0.041,0,32,0,0,48,0
0.8,0.042,0,32,0,0,48,0
0.8,0.043,0,32,0,0,48,0
0.8,0.044,0,32,0,0,48,0
0.8,0.045,0,32,0,0,48,0
0.8,0.046,0,32,0,0,48,0
0.8,0.047,0,32,0,0,48,0
0.8,0.048,0,32,0,0,48,0
0.8,0.049,0,32,0,0,48,0
0.8,0.05,0,32,0,0,48,0
0.805,0.0,39,12,20,8,1,0
0.805,0.001,38,13,19,8,2,0
0.805,0.002,38,14,18,8,2,0
0.805,0.003,37,16,16,5,6,0
0.805,0.004,37,17,15,5,6,0
0.805,0.005,34,21,11,3,11,0
0.805,0.006,34,22,10,3,11,0
0.805,0.007,34,23,9,2,12,0
0.805,0.008,33,24,8,2,13,0
0.805,0.009,32,25,7,1,15,0
0.805,0.01,31,26,6,1,16,0
0.805,0.011,30,29,3,1,17,0
0.805,0.012,27,30,2,0,21,0
0.805,0.013,25,32,0,0,23,0
0.805,0.014,24,32,0,0,24,24
0.805,0.015,24,32,0,0,24,22
0.805,0.016,22,32,0,0,26,17
0.805,0.017,17,32,0,0,31,15
0.805,0.018,15,32,0,0,33,13
0.805,0.019,13,32,0,0,35,12
0.805,0.02,12,32,0,0,36,11
0.805,0.021,11,32,0,0,37,10
0.805,0.022,10,32,0,0,38,10
0.805,0.023,10,32,0,0,38,9
0.805,0.024,9,32,0,0,39,7
0.805,0.025,7,32,0,0,41,7
0.805,0.026,7,32,0,0,41,7
0.805,0.027,7,32,0,0,41,7
0.805,0.028,7,32,0,0,41,7
0.805,0.029,7,32,0,0,41,7
0.805,0.03,7,32,0,0,41,7
0.805,0.031,7,32,0,0,41,7
0.805,0.032,7,32,0,0,41,5
0.805,0.033,5,32,0,0,43,4
0.805,0.034,4,32,0,0,44,4
0.805,0.035,4,32,0,0,44,4
0.805,0.036,4,32,0,0,44,1
0.805,0.037,1,32,0,0,47,1
0.805,0.038,1,32,0,0,47,1
0.805,0.039,1,32,0,0,47,0
0.805,0.04,0,32,0,0,48,0
0.805,0.041,0,32,0,0,48,0
0.805,0.042,0,32,0,0,48,0
0.805,0.043,0,32,0,0,48,0
0.805,0.044,0,32,0,0,48,0
0.805,0.045,0,32,0,0,48,0
0.805,0.046,0,32,0,0,48,0
0.805,0.047,0,32,0,0,48,0
0.805,0.048,0,32,0,0,48,0
0.805,0.049,0,32,0,0,48,0
0.805,0.05,0,32,0,0,48,0
0.81,0.0,39,13,19,8,1,0
0.81,0.001,38,14,18,8,2,0
0.81,0.002,38,15,17,8,2,0
0.81,0.003,37,17,15,5,6,0
0.81,0.004,37,18,14,5,6,0
0.81,0.005,34,22,10,3,11,0
0.81,0.006,34,23,9,3,11,0
0.81,0.007,34,23,9,2,12,0
0.81,0.008,33,24,8,2,13,0
0.81,0.009,32,25,7,1,15,0
0.81,0.01,31,26,6,1,16,0
0.81,0.011,30,29,3,1,17,0
0.81,0.012,27,30,2,0,21,0
0.81,0.013,25,32,0,0,23,0
0.81,0.014,24,32,0,0,24,24
0.81,0.015,24,32,0,0,24,22
0.81,0.016,22,32,0,0,26,17
0.81,0.017,17,32,0,0,31,15
0.81,0.018,15,32,0,0,33,13
0.81,0.019,13,32,0,0,35,12
0.81,0.02,12,32,0,0,36,11
0.81,0.021,11,32,0,0,37,10
0.81,0.022,10,32,0,0,38,10
0.81,0.023,10,32,0,0,38,9
0.81,0.024,9,32,0,0,39,7
0.81,0.025,7,32,0,0,41,7
0.81,0.026,7,32,0,0,41,7
0.81,0.027,7,32,0,0,41,7
0.81,0.028,7,32,0,0,41,7
0.81,0.029,7,32,0,0,41,7
0.81,0.03,7,32,0,0,41,7
0.81,0.031,7,32,0,0,41,7
0.81,0.032,7,32,0,0,41,5
0.81,0.033,5,32,0,0,43,4
0.81,0.034,4,32,0,0,44,4
0.81,0.035,4,32,0,0,44,4
0.81,0.036,4,32,0,0,44,1
0.81,0.037,1,32,0,0,47,1
0.81,0.038,1,32,0,0,47,1
0.81,0.039,1,32,0,0,47,0
0.81,0.04,0,32,0,0,48,0
0.81,0.041,0,32,0,0,48,0
0.81,0.042,0,32,0,0,48,0
0.81,0.043,0,32,0,0,48,0
0.81,0.044,0,32,0,0,48,0
0.81,0.045,0,32,0,0,48,0
0.81,0.046,0,32,0,0,48,0
0.81,0.047,0,32,0,0,48,0
0.81,0.048,0,32,0,0,48,0
0.81,0.049,0,32,0,0,48,0
0.81,0.05,0,32,0,0,48,0
0.815,0.0,39,13,19,8,1,0
0.815,0.001,38,14,18,8,2,0
0.815,0.002,38,15,17,8,2,0
0.815,0.003,37,17,15,5,6,0
0.815,0.004,37,18,14,5,6,0
0.815,0.005,34,22,10,3,11,0
0.815,0.006,34,23,9,3,11,0
0.815,0.007,34,23,9,2,12,0
0.815,0.008,33,24,8,2,13,0
0.815,0.009,32,25,7,1,15,0
0.815,0.01,31,26,6,1,16,0
0.815,0.011,30,29,3,1,17,0
0.815,0.012,27,30,2,0,21,0
0.815,0.013,25,32,0,0,23,0
0.815,0.014,24,32,0,0,24,24
0.815,0.015,24,32,0,0,24,22
0.815,0.016,22,32,0,0,26,17
0.815,0.017,17,32,0,0,31,15
0.815,0.018,15,32,0,0,33,13
0.815,0.019,13,32,0,0,35,12
0.815,0.02,12,32,0,0,36,11
0.815,0.021,11,32,0,0,37,10
0.815,0.022,10,32,0,0,38,10
0.815,0.023,10,32,0,0,38,9
0.815,0.024,9,32,0,0,39,7
0.815,0.025,7,32,0,0,41,7
0.815,0.026,7,32,0,0,41,7
0.815,0.027,7,32,0,0,41,7
0.815,0.028,7,32,0,0,41,7
0.815,0.029,7,32,0,0,41,7
0.815,0.03,7,32,0,0,41,7
0.815,0.031,7,32,0,0,41,7
0.815,0.032,7,32,0,0,41,5
0.815,0.033,5,32,0,0,43,4
0.815,0.034,4,32,0,0,44,4
0.815,0.035,4,32,0,0,44,4
0.815,0.036,4,32,0,0,44,1
0.815,0.037,1,32,0,0,47,1
0.815,0.038,1,32,0,0,47,1
0.815,0.039,1,32,0,0,47,0
0.815,0.04,0,32,0,0,48,0
0.815,0.041,0,32,0,0,48,0
0.815,0.042,0,32,0,0,48,0
0.815,0.043,0,32,0,0,48,0
0.815,0.044,0,32,0,0,48,0
0.815,0.045,0,32,0,0,48,0
0.815,0.046,0,32,0,0,48,0
0.815,0.047,0,32,0,0,48,0
0.815,0.048,0,32,0,0,48,0
0.815,0.049,0,32,0,0,48,0
0.815,0.05,0,32,0,0,48,0
0.82,0.0,39,13,19,8,1,0
0.82,0.001,38,14,18,8,2,0
0.82,0.002,38,15,17,8,2,0
0.82,0.003,37,17,15,5,6,0
0.82,0.004,37,18,14,5,6,0
0.82,0.005,34,22,10,3,11,0
0.82,0.006,34,23,9,3,11,0
0.82,0.007,34,23,9,2,12,0
0.82,0.008,33,24,8,2,13,0
0.82,0.009,32,25,7,1,15,0
0.82,0.01,31,26,6,1,16,0
0.82,0.011,30,29,3,1,17,0
0.82,0.012,27,30,2,0,21,0
0.82,0.013,25,32,0,0,23,0
0.82,0.014,24,32,0,0,24,24
0.82,0.015,24,32,0,0,24,22
0.82,0.016,22,32,0,0,26,17
0.82,0.017,17,32,0,0,31,15
0.82,0.018,15,32,0,0,33,13
0.82,0.019,13,32,0,0,35,12
0.82,0.02,12,32,0,0,36,11
0.82,0.021,11,32,0,0,37,10
0.82,0.022,10,32,0,0,38,10
0.82,0.023,10,32,0,0,38,9
0.82,0.024,9,32,0,0,39,7
0.82,0.025,7,32,0,0,41,7
0.82,0.026,7,32,0,0,41,7
0.82,0.027,7,32,0,0,41,7
0.82,0.028,7,32,0,0,41,7
0.82,0.029,7,32,0,0,41,7
0.82,0.03,7,32,0,0,41,7
0.82,0.031,7,32,0,0,41,7
0.82,0.032,7,32,0,0,41,5
0.82,0.033,5,32,0,0,43,4
0.82,0.034,4,32,0,0,44,4
0.82,0.035,4,32,0,0,44,4
0.82,0.036,4,32,0,0,44,1
0.82,0.037,1,32,0,0,47,1
0.82,0.038,1,32,0,0,47,1
0.82,0.039,1,32,0,0,47,0
0.82,0.04,0,32,0,0,48,0
0.82,0.041,0,32,0,0,48,0
0.82,0.042,0,32,0,0,48,0
0.82,0.043,0,32,0,0,48,0
0.82,0.044,0,32,0,0,48,0
0.82,0.045,0,32,0,0,48,0
0.82,0.046,0,32,0,0,48,0
0.82,0.047,0,32,0,0,48,0
0.82,0.048,0,32,0,0,48,0
0.82,0.049,0,32,0,0,48,0
0.82,0.05,0,32,0,0,48,0
0.825,0.0,39,13,19,8,1,0
0.825,0.001,38,14,18,8,2,0
0.825,0.002,38,15,17,8,2,0
0.825,0.003,37,17,15,5,6,0
0.825,0.004,37,18,14,5,6,0
0.825,0.005,34,22,10,3,11,0
0.825,0.006,34,23,9,3,11,0
0.825,0.007,34,23,9,2,12,0
0.825,0.008,33,24,8,2,13,0
0.825,0.009,32,25,7,1,15,0
0.825,0.01,31,26,6,1,16,0
0.825,0.011,30,29,3,1,17,0
0.825,0.012,27,30,2,0,21,0
0.825,0.013,25,32,0,0,23,0
0.825,0.014,24,32,0,0,24,24
0.825,0.015,24,32,0,0,24,22
0.825,0.016,22,32,0,0,26,17
0.825,0.017,17,32,0,0,31,15
0.825,0.018,15,32,0,0,33,13
0.825,0.019,13,32,0,0,35,12
0.825,0.02,12,32,0,0,36,11
0.825,0.021,11,32,0,0,37,10
0.825,0.022,10,32,0,0,38,10
0.825,0.023,10,32,0,0,38,9
0.825,0.024,9,32,0,0,39,7
0.825,0.025,7,32,0,0,41,7
0.825,0.026,7,32,0,0,41,7
0.825,0.027,7,32,0,0,41,7
0.825,0.028,7,32,0,0,41,7
0.825,0.029,7,32,0,0,41,7
0.825,0.03,7,32,0,0,41,7
0.825,0.031,7,32,0,0,41,7
0.825,0.032,7,32,0,0,41,5
0.825,0.033,5,32,0,0,43,4
0.825,0.034,4,32,0,0,44,4
0.825,0.035,4,32,0,0,44,4
0.825,0.036,4,32,0,0,44,1
0.825,0.037,1,32,0,0,47,1
0.825,0.038,1,32,0,0,47,1
0.825,0.039,1,32,0,0,47,0
0.825,0.04,0,32,0,0,48,0
0.825,0.041,0,32,0,0,48,0
0.825,0.042,0,32,0,0,48,0
0.825,0.043,0,32,0,0,48,0
0.825,0.044,0,32,0,0,48,0
0.825,0.045,0,32,0,0,48,0
0.825,0.046,0,32,0,0,48,0
0.825,0.047,0,32,0,0,48,0
0.825,0.048,0,32,0,0,48,0
0.825,0.049,0,32,0,0,48,0
0.825,0.05,0,32,0,0,48,0
0.83,0.0,39,14,18,8,1,0
0.83,0.001,38,15,17,8,2,0
0.83,0.002,38,16,16,8,2,0
0.83,0.003,37,18,14,5,6,0
0.83,0.004,37,19,13,5,6,0
0.83,0.005,34,22,10,3,11,0
0.83,0.006,34,23,9,3,11,0
0.83,0.007,34,23,9,2,12,0
0.83,0.008,33,24,8,2,13,0
0.83,0.009,32,25,7,1,15,0
0.83,0.01,31,26,6,1,16,0
0.83,0.011,30,29,3,1,17,0
0.83,0.012,27,30,2,0,21,0
0.83,0.013,25,32,0,0,23,0
0.83,0.014,24,32,0,0,24,24
0.83,0.015,24,32,0,0,24,22
0.83,0.016,22,32,0,0,26,17
0.83,0.017,17,32,0,0,31,15
0.83,0.018,15,32,0,0,33,13
0.83,0.019,13,32,0,0,35,12
0.83,0.02,12,32,0,0,36,11
0.83,0.021,11,32,0,0,37,10
0.83,0.022,10,32,0,0,38,10
0.83,0.023,10,32,0,0,38,9
0.83,0.024,9,32,0,0,39,7
0.83,0.025,7,32,0,0,41,7
0.83,0.026,7,32,0,0,41,7
0.83,0.027,7,32,0,0,41,7
0.83,0.028,7,32,0,0,41,7
0.83,0.029,7,32,0,0,41,7
0.83,0.03,7,32,0,0,41,7
0.83,0.031,7,32,0,0,41,7
0.83,0.032,7,32,0,0,41,5
0.83,0.033,5,32,0,0,43,4
0.83,0.034,4,32,0,0,44,4
0.83,0.035,4,32,0,0,44,4
0.83,0.036,4,32,0,0,44,1
0.83,0.037,1,32,0,0,47,1
0.83,0.038,1,32,0,0,47,1
0.83,0.039,1,32,0,0,47,0
0.83,0.04,0,32,0,0,48,0
0.83,0.041,0,32,0,0,48,0
0.83,0.042,0,32,0,0,48,0
0.83,0.043,0,32,0,0,48,0
0.83,0.044,0,32,0,0,48,0
0.83,0.045,0,32,0,0,48,0
0.83,0.046,0,32,0,0,48,0
0.83,0.047,0,32,0,0,48,0
0.83,0.048,0,32,0,0,48,0
0.83,0.049,0,32,0,0,48,0
0.83,0.05,0,32,0,0,48,0
0.835,0.0,39,16,16,8,1,0
0.835,0.001,38,17,15,8,2,0
0.835,0.002,38,17,15,8,2,0
0.835,0.003,37,18,14,5,6,0
0.835,0.004,37,19,13,5,6,0
0.835,0.005,34,22,10,3,11,0
0.835,0.006,34,23,9,3,11,0
0.835,0.007,34,23,9,2,12,0
0.835,0.008,33,24,8,2,13,0
0.835,0.009,32,25,7,1,15,0
0.835,0.01,31,26,6,1,16,0
0.835,0.011,30,29,3,1,17,0
0.835,0.012,27,30,2,0,21,0
0.835,0.013,25,32,0,0,23,0
0.835,0.014,24,32,0,0,24,23
0.835,0.015,24,32,0,0,24,21
0.835,0.016,22,32,0,0,26,16
0.835,0.017,17,32,0,0,31,14
0.835,0.018,15,32,0,0,33,13
0.835,0.019,13,32,0,0,35,12
0.835,0.02,12,32,0,0,36,11
0.835,0.021,11,32,0,0,37,10
0.835,0.022,10,32,0,0,38,10
0.835,0.023,10,32,0,0,38,9
0.835,0.024,9,32,0,0,39,7
0.835,0.025,7,32,0,0,41,7
0.835,0.026,7,32,0,0,41,7
0.835,0.027,7,32,0,0,41,7
0.835,0.028,7,32,0,0,41,7
0.835,0.029,7,32,0,0,41,7
0.835,0.03,7,32,0,0,41,7
0.835,0.031,7,32,0,0,41,7
0.835,0.032,7,32,0,0,41,5
0.835,0.033,5,32,0,0,43,4
0.835,0.034,4,32,0,0,44,4
0.835,0.035,4,32,0,0,44,4
0.835,0.036,4,32,0,0,44,1
0.835,0.037,1,32,0,0,47,1
0.835,0.038,1,32,0,0,47,1
0.835,0.039,1,32,0,0,47,0
0.835,0.04,0,32,0,0,48,0
0.835,0.041,0,32,0,0,48,0
0.835,0.042,0,32,0,0,48,0
0.835,0.043,0,32,0,0,48,0
0.835,0.044,0,32,0,0,48,0
0.835,0.045,0,32,0,0,48,0
0.835,0.046,0,32,0,0,48,0
0.835,0.047,0,32,0,0,48,0
0.835,0.048,0,32,0,0,48,0
0.835,0.049,0,32,0,0,48,0
0.835,0.05,0,32,0,0,48,0
0.84,0.0,38,16,16,8,2,0
0.84,0.001,37,17,15,8,3,0
0.84,0.002,37,17,15,8,3,0
0.84,0.003,36,18,14,5,7,0
0.84,0.004,36,19,13,5,7,0
0.84,0.005,33,22,10,3,12,0
0.84,0.006,33,23,9,3,12,0
0.84,0.007,33,23,9,2,13,0
0.84,0.008,32,24,8,2,14,0
0.84,0.009,31,25,7,1,16,0
0.84,0.01,30,26,6,1,17,0
0.84,0.011,29,29,3,1,18,0
0.84,0.012,26,30,2,0,22,0
0.84,0.013,24,32,0,0,24,0
0.84,0.014,23,32,0,0,25,22
0.84,0.015,23,32,0,0,25,20
0.84,0.016,21,32,0,0,27,15
0.84,0.017,16,32,0,0,32,13
0.84,0.018,14,32,0,0,34,12
0.84,0.019,13,32,0,0,35,11
0.84,0.02,12,32,0,0,36,10
0.84,0.021,11,32,0,0,37,9
0.84,0.022,10,32,0,0,38,9
0.84,0.023,10,32,0,0,38,8
0.84,0.024,9,32,0,0,39,6
